L_017A,NA
L_019A,NA
L_012A,NA
L_001A,NA
L_003A,NA
L_006A,NA
L_007A,NA
L_008A,NA
L_009A,NA
L_010A,NA
L_011A,NA
L_013A,NA
L_020A,NA
L_022A,NA
L_025A,NA
L_027,NA
L_029,NA
L_030,NA
L_031,NA
L_033,NA
L_034,NA
L_002A,650
L_004A,350
L_005A,700
L_015A,350
L_016A,100
L_018A,350
L_021A,300
L_023A,700
L_024A,300
L_026A,900
L_028,500
